Ship Name,Abbreviation,Type,Co. Reference,LOA,Beam,Draught,Grt,Net Tonnag,Port Of Registration,Date,Nationality,Dead Weight,LRN
SAMPOGRACHT,SAMPO,MISCELLANEOUS,20246,185.4,25,10,18321,7647,,03/12/2005 00:00,NETHERLANDS,23688,9288071
SAND FALCON,SAND FAL,DREDGER,28813,120.2,19.5,7.3,6534,,,,,9154,9151553
SAND FULMAR,SANDFUL,FREIGHTER,28813,99.9,19.6,7.78,5307,1592,CARDIFF,,UNITED KINGDOM,9153,
SAND HERON,SANDHERON,FREIGHTER,28813,99,16.5,6.54,3751,1125,SOUTHAMPTON,01/01/1990 00:00,UK,5916,8900701
SANTA 1,SANTA 1,CRUISE,28813,10,,,10,,,,,,
SANTA LUCIA,SLUC,FREIGHTER,28813,143,21,9,8507,4734,GRONINGEN,,NETHERLANDS,9566,9194921
SANTA MARIA,SAN,FREIGHTER,28813,143,21.82,9.27,8507,4734,MONROVIA,01/05/1999 00:00,LIBERIA,9566,9194957
SANTONA,SANTONA,FERRY,20212,214.5,,,40500,,,,,,
SARA,SARA,FUEL BARGE,202362,111,16,6,4156,1947,VALLETTA,16/09/1989 00:00,MALTA,6608,8814861
SARAH GREY,SAR,TUG,507300,25,9.6,1.85,106,,SOUTHAMPTON,01/01/1999 00:00,UK,,8956437
SCARLET LADY,SLADY,CRUISE,787265,277,,,110000,,,,,,
SCENIC ECLIPSE,SCENICECLIPSE,CRUISE,20162,166,,,17085,,,,,,
SCHWEIZ REEFER,SCHWZREEF,FREIGHTER,28813,158.13,24,10,13049,5353,NASSAU,,BAHAMAS,13930,9015216
SCOT BAY,SCOT BAY,FREIGHTER,563504,91.25,13.75,4.92,2595,1402,ROCHESTER,01/01/2001 00:00,UK,3154,9243930
SCOT LEADER,SLEA,FREIGHTER,20162,89.96,15,5,3183,1765,INVERNESS,01/08/2007 00:00,UNITED KINGDOM,4507,9404235
SCOT MARINER,SCOM,FREIGHTER,563504,89.98,13.75,4.92,2594,1395,ROTCHESTER,01/01/2001 00:00,UK,3313,9243916
SCOT NAVIGATOR,SCAN,FREIGHTER,563504,88,13.39,4.19,2571,1216,ROCHESTER ,01/06/2017 00:00,UK,3732,9820348
SCOTSMAN,SCO,TUG,934842,24.39,,4.42,192,57,HULL,01/01/2007 00:00,UNITED KINGDOM,,9429883
SD BOUNTIFUL,SBOUNT,TUG,41412,29.14,9,4,271,81,LONDON,,UNITED KINGDOM,,9533787
SD CHRISTINA,SDCH,TUG,41412,21.19,9,3,121,,LONDON,,UK,,9533751
SD FAITHFUL,SDFAI,TUG,41412,38.84,9.43,4.25,384,115,LONDON,01/01/1984 00:00,UK,85,8401494
SD INDEPENDENT,SDIN,TUG,41412,26.14,9,4,99,99,,,,99,9539808
SD INDULGENT,SDIND,TUG,41412,26.09,9,4,186,,,,UNITED KINGDOM,,9540285
SD RELIABLE,SDREL,TUG,41412,29,9,4,99,99,,,,99,9533402
SD TEESDALE,SDTEE,FUEL BARGE,41412,54,9,9,499,301,LONDON,,UNITED KINGDOM,1050,7510274
SE POTENTIA,SEPOTEN,FREIGHTER,563504,138.5,21,,9627,,,,,,
SEA CLOUD II,SCII,CRUISE,20162,117,16,5,3849,1154,VALLETTA,01/01/2000 00:00,MALTA,780,9171292
SEA CLOUD SPIRIT,SCS,CRUISE,20162,138,17.2,5.65,4228,1268,VALLETTA,01/04/2021 00:00,MALTA  ,,9483712
SEA HUNTRESS,SEHU,MISCELLANEOUS,78322,52.2,9.98,3.2,822,246,VALLETTA,01/01/1995 00:00,MALTA,,1005643
SEA KESTREL,SEAK,FREIGHTER,571589,78,11,4,1382,794,GEORGE TOWN,,CAYMAN IS,2225,9006459
SEA MELODY,SEAM,FREIGHTER,507300,88.6,12.5,5.42,2545,1460,BRIDGETOWN,01/01/2001 00:00,BARBADOS,3783,9195638
SEA SHANNON ,SHAN,FREIGHTER,563504,82.45,11.3,4.05,1670,,LEMMER,,NETHERLANDS,,9160047
SEA SPIRIT,SEASPT,CRUISE,202362,90.6,15.31,4.2,4200,1263,MADEIRA,13/02/1990 00:00,PORTUGAL,695,8802868
SEABED CONSTRUCTOR,SEACON,MISCELLANEOUS,202362,115.4,22,7,7883,2364,BERGEN,,NORWAY,6480,9682148
SEABOURN ODYSSEY,SEABOURN ODYSEEY,CRUISE,64766,198,,,32477,,,,,,
SEABOURN OVATION,SEAOVA,CRUISE,20162,210,28,6.8,41865,,NASSAU,01/09/2017 00:00,BAHAMAS,4784,9764958
SEABOURN QUEST,SEAQUEST,CRUISE,20162,198,,6.7,32346,10657,NASSAU,28/05/2011 00:00,BAHAMAS,3666,9483126
SEABOURN SOJOURN,SEABOURN SOJOURN,CRUISE,20162,198,,,32346,,,,,,
SEACAT ENDEAVOUR,SCATEN,WAVE PIERCING CRAFT,20099,19,7,1,49,,,,,,
SEADREAM I,SEAD1,CRUISE,20162,108,14,7.2,4253,,NASSAU,01/01/1998 00:00,BAHAMANIAN,,8203438
SEAFIN,SFIN,MISCELLANEOUS,932804,22.08,14,,200,150,,,,0,235075504
SEAGREEN,SGREN,MISCELLANEOUS,CASH,35,10,,30,1,,,,1,
SEAHORSE,SEA,MISCELLANEOUS,,24,5,,30,2,SOUTHAMPTON,28/07/2020 00:00,UK,2,
SEAJACKS LEVITHAN,SEAJ,MISC BARGE,202362,76,36,,5186,,,,,,
SEALION,SLION,MISCELLANEOUS,CASH,26,10,,99,,,,,,
SEATRADE ORANGE,SORG,FREIGHTER,28813,185,30,10,24901,9207,MONROVIA,,LIBERIA,26947,9690092
SEATRADE SERVICE,SEATRADE SERVICE,FREIGHTER,28813,99,,,99,,,,,,
SEAWOLF,SEAW,MISCELLANEOUS,639724,57.9,11.23,4.97,851,255,MARSHALL ISLANDS,01/01/1990 00:00,,407,5076298
SELINA,SEL,MISC BARGE,507300,85,,,99999,,UK,,,,
SERENISSIMA,SISSMA,CRUISE,20162,87.41,13,4,2598,829,KINGSTOWN,01/01/1960 00:00,,590,5142657
SEVEN SEAS NAVIGATOR,SSNAV,CRUISE,20162,171,,,28550,,,,,,
SEVEN SEAS SPLENDOR,SSSPLENDOUR,CRUISE,20162,224,31,7.2,55948,20738,MAJURO,01/01/2020 00:00,,5643,9807085
SEVEN SISTERS,SEV,FERRY,COMDCK,142.45,24,5,18940,5527,DIEPPE,,FRANCE,3608,9320130
SEVILLA CARRIER,SCARR,FREIGHTER,28813,134.01,20,7,5994,3362,MONROVIA,,LIBERIA,7252,9078488
SH DIANA,SHDIANA,CRUISE,20162,125,,,12255,,,,,,
SH MINERVA,SHMIN,CRUISE,20162,115,,,10600,,,,,,
SH VEGA,VEGA,CRUISE,20162,113,,5.7,10700,,VALLETTA,01/01/2022 00:00,MALTA,,9895252
SHEEP DOG,SDOG,TUG,423437,28,,3,151,,,,,,4904761
SHEMARA,SMARA,MISCELLANEOUS,57668,65,9,3,878,480,JERSEY,,UNITED KINGDOM,,
SHEMARA-WILLJAY,SWILL,MISCELLANEOUS,57668,65,9,3,878,480,JERSEY,,UNITED KINGDOM,,
SHETLAND TRADER,SHET TRAD,FREIGHTER,248689,74.94,11.4,4.35,1512,696,BRIDGETOWN,01/07/1992 00:00,,2386,9030486
SHIELDHALL,SHALL,MISCELLANEOUS,1014716,81.69,13,4,1753,999,GLASGOW,,UNITED KINGDOM,1870,5322752
SHOALWAY,SHWAY,DREDGER,20193,90,19,7,4088,1229,,,NETHERLANDS,5490,9556337
SIA,SIA,MISCELLANEOUS,423437,77.2,16,2,2525,758,KLINTEBJERG,31/08/1978 00:00,DENMARK,1000,7715434
SIEGFRIED LEHMANN,SIEG,FREIGHTER,507300,89.8,15.2,3.8,3183,,ST JOHNS,01/01/2005 00:00,ANTIGUA & BARBUDA,,9325142
SIEM N SEA,SSEA,MISCELLANEOUS,507300,93.6,19,6,4869,1616,NASSAU,,BAHAMAS,4257,9424508
SILVER CLOUD,SCLOUD,CRUISE,423437,155,21,5,16927,5302,NASSAU,01/01/1994 00:00,BAHAMAS,,8903923
SILVER DAWN,SILVER DAWN,CRUISE,20162,213,27,6.7,40700,,,,,,9857937
SILVER ENDEAVOUR,SILV END,CRUISE,20162,164.4,23.4,6.1,20449,6630,NASSAU,01/06/2021 00:00,BAHAMAS,2070,9821873
SILVER EXPLORER,SILEXP,CRUISE,423437,108.11,15,4,6130,1839,NASSAU,,BAHAMAS,635,8806747
SILVER SPIRIT,SVRSP,CRUISE,20162,196,,,36000,,BAHAMAS,,,,9437866
SILVER WIND,SILVERW,CRUISE,20162,156,,,16800,,,,,,
SIMON B,SIMON B,FREIGHTER,563504,82,11.5,4.2,1587,843,HAMBERG,,GERMANY,2380,8511029
SIRENA,SIRENA,CRUISE,20162,181,25.46,5.95,30277,11481,MAJURO,05/12/1999 00:00,MARSHALL ISLANDS,2700,9187899
SIRIUS,SRIUS,TUG,507300,26.62,8,4,189,,,01/01/1977 00:00,NETHERLANDS,106,7700180
SJARD,SJARD,FREIGHTER,563504,143.17,22.8,9.7,12936,5824,SAINT JOHNS,01/01/2007 00:00,ANTIGUA & BARBUDA,17305,9303314
SLOMAN DISPATCHER,SLOM,FREIGHTER,563504,138.2,21,8,9611,4260,SAINT JOHN'S,01/01/2012 00:00,ANTIGUA & BARBUDA,12634,9620657
SOLENT RAIDER,SRAID,FUEL BARGE,20104,58.91,10,2,605,329,POOLE,01/01/1968 00:00,UNITED KINGDOM,,
SOLITAS - H,SOLITAS,FREIGHTER,563504,89.75,12.5,5.49,2518,1837,LIMASSOL,01/02/2021 00:00,CYPRUS,3789,9858670
SOSPAN DAU,SDAU,DREDGER,20193,70.36,14,3,1546,463,PAPENDRECHT,07/06/2013 00:00,NETHERLANDS,2134,7711062
SOUTHERN BAY,SNBAY,FREIGHTER,28813,143,22,8,8879,4366,MONROVIA,,LIBERIA,,9152181
SPANACO FIDELITY,SPFI,FREIGHTER,563504,89.94,15.2,5.1,2984,1769,ST JOHNS,02/06/2009 00:00,ANTIGUA & BARBUDA,4192,9472024
SPANACO LOYALTY,SPA,FREIGHTER,507300,89.8,14.5,6.3,2.99,1.69,SAINT JOHN'S,01/01/2007 00:00,ANTIGUA AND BARBUDA,5,9373503
SPANACO RELIABILITY,SPAN,FREIGHTER,507300,89.8,14.5,6.3,2990,1686,,,,5000,
SPANISH ALTERNATIVE,SPANISH ALTERNATIVE,FERRY,507300,210,,,999,,,,,,
SPANISH VESSEL,SV,FERRY,CONFIDENTIAL,255,,,60000,,,,,,
SPIRIT OF ADVENTURE,SP OF ADV,CRUISE,20162,236,31.2,99,58250,,UK,,,,9818084
SPIRIT OF DISCOVERY,SPDIS,CRUISE,20162,236,,,58250,,LONDON,,UK,,9802683
SPIRIT OF GOSPORT,SGOS,FERRY,20141,30.51,10,3,300,,PORTSMOUTH,11/10/2001 00:00,UNITED KINGDOM,,8972089
SPIRIT OF PORTSMOUTH,SPIP,FERRY,20141,32.6,1,,377,126,,,UK,30,9319894
SPITSBERGEN,SPITSBERGEN,CRUISE,64766,101,18,5.3,7344,2312,TROMSO,01/05/2015 00:00,NORWAY (NIS),687,9434060
SPLIT 2,SPT2,DREDGER,29368,41,8,3,325,97,POOLE,01/01/1975 00:00,UNITED KINGDOM,,8633176
SPLIT 3,SPT3,DREDGER,29368,50.62,9,2,475,142,POOLE,01/01/1969 00:00,UNITED KINGDOM,,7012313
SPRING DELI,SDELI,FREIGHTER,28813,152.3,24,8,12783,4245,WILLEMSTAD,,NETHERLANDS,9891,8220424
ST CECILIA,STCEC,FERRY,20191,76.94,17,2,2968,904,LONDON,01/01/1987 00:00,UK,0,8518546
ST CLARE,STCLA,FERRY,20191,81.12,18,2,5359,1607,LONDON,,UK,0,9236949
ST FAITH,SFAI,FERRY,20191,76.94,17,2,3009,914,LONDON,01/01/1990 00:00,UK,0,8907228
ST HELENA,STHELENA,CRUISE,202362,105,,,6767,,,,,,
STAD AMSTERDAM,SAMS,MISCELLANEOUS,20162,78,10,4,723,277,AMSTERDAM,01/06/2000 00:00,DUTCH,110,9185554
STADT BREMERHAVEN,SBRE,FREIGHTER,28813,147.87,23,8,9954,5117,MAJURO,01/01/2005 00:00,MARSHAL ISLAN,0,9338278
STADT HAMELN,SHAM,FREIGHTER,28813,147.87,23,8,9957,5020,ST JOHNS,01/01/2007 00:00,ANTIGUA,13749,9330276
STAR BEST,STAR BEST,FREIGHTER,28813,162.5,26,9,14030,6742,PANAMA,01/12/2006 00:00,,13184,9350989
STAR BREEZE,STAR BREZ,CRUISE,20162,134,19,5,9975,,BAHAMAS,01/11/1989 00:00,BAHAMAS,5170,8807997
STAR CARE,SCAR,FREIGHTER,28813,162.5,26,9,14022,6724,PANAMA,13/10/2009 00:00,PANAMA,13300,9517903
STAR COURAGE,STA,FREIGHTER,28813,188.6,26,9.72,17164,8092,PANAMA,01/05/2017 00:00,,16727,9765859
STAR ENDEAVOUR,SEND,FREIGHTER,28813,162.5,26,9,14022,6724,PANAMA,24/02/2010 00:00,PANAMA,12967,9517927
STAR FIRST ,STAR FIRST ,FREIGHTER,28813,162.5,26,9.7,14030,,NASSAU,,BAHAMAS,,9330056
STAR LEADER,SLEAD,FREIGHTER,28813,162.5,26,9,14022,6724,PANAMA,01/04/2010 00:00,PANAMA,12955,9517939
STAR LEGEND,STAR LEGEND,CRUISE,20162,160,,,12969,,,,,,
STAR PRIDE,STARPRIDE,FREIGHTER,28813,162.5,26,9,14022,6724,PANAMA,,PANAMA,12955,9517915
STAR PRIMA,SPRIM,FREIGHTER,28813,162.5,26,14,14030,6720,PANAMA,,PANAMA,1318,9338747
STAR STANDARD,SSTAN,FREIGHTER,28813,162.5,26,9,14030,6724,SINGAPORE,,SINGAPORE,13201,9438509
STAR TRUST,STRU,FREIGHTER,28813,162.5,26,9,17030,6724,SINGAPORE,27/01/2009 00:00,SINGAPORE,13189,94318511
STEEL,STE,MISCELLANEOUS,606427,54.85,9.5,3.2,769,230,GEORGETOWN,01/11/2004 00:00,,78,1009156
STEFAN SIBUM,SSIB,FREIGHTER,28813,151.74,23,8,10585,5400,LIMASSOL,17/10/2008 00:00,GERMAN,13172,9461594
STEMAT 87,STEM,MISCELLANEOUS,20193,66,22,3,1369,0,,,,0,
STINNES PASSAT,STIN,FREIGHTER,20162,144.87,23,9.85,12795,5486,SAINT JOHN'S,24/11/2011 00:00,,17299,9473248
STRAMI,STRM,FREIGHTER,507300,88.25,13.21,5.46,2373,1434,NASSAU,,BAHAMAS,4245,8922254
STRANDWAY,STR,DREDGER,20193,92.1,19,6.16,4320,1296,LIMASSOL,01/06/2014 00:00,CYPRESS,5950,9664457
STREKKER,STRE,MISCELLANEOUS,20193,35,15,0,99,0,,,,0,1128037
SUDEROOG,SUD,FREIGHTER,28813,161.35,25,9,15633,6717,GIBRALTAR,30/04/2005 00:00,,16939,9256327
SUFFOLK SPIRIT,SUF,MISCELLANEOUS,481721,26,10,3,146,0,,,UK,0,9676917
SUMMER FLOWER,SFLO,FREIGHTER,20195,169.09,24,9,12659,6755,NASSAU,,BAHAMAS,13584,8413019
SUMMER WIND,SWIND,FREIGHTER,20195,169.09,24,9,12660,6755,NASSAU,01/11/1985 00:00,BAHAMAS,13636,8410574
SUNSET 1,SST1,MISCELLANEOUS,20182,51.1,0,5,493,148,,,UK,0,9222314
SUSANNE A,SUSA,MISCELLANEOUS,202362,54,14.72,,469,,,,,200,
SUURHUSEN S,SUUR,FREIGHTER,507300,88.77,13.17,5.68,2805,1568,SAINT JOHN'S,01/12/2020 00:00,ANTIGUA & BARBUDA,4261,9123245
SV FRIDTJOF NANSEN,SVFN,MISCELLANEOUS,CASH,43.33,6.89,2.57,247,74,WOLGAST,,GERMANY,0,5130094
SVEALAND,SVEA,FREIGHTER,507300,88.6,12.6,5.42,2498,1413,STADE,,GERMANY,3783,9195743
SVEN D,SVE,FREIGHTER,644009,141.6,20.8,7.3,7713,3785,SNEEK,,NETHERLANDS,9604,
SWAN CHACABUCO,SWCHA,FREIGHTER,20195,152,23,9,13099,4796,NASSAU,,BAHAMAS,12974,8907876
SWEDISH STREAM,SWED STR,FREIGHTER,28813,158.13,24.43,10.02,13049,5353,NASSAU,01/01/1992 00:00,BAHAMAS,13930,9030149
SY ADELE,ADE,MISCELLANEOUS,CASH,55,,5,289,,CAYMEN,,,,
SY ANATTA,SYAN,MISCELLANEOUS,COMDCK,66,10.25,4.9,499,149,GEORGE TOWN,01/02/2011 00:00,CAYMAN ISLANDS,,1011159
SY MERAKI,MRK,CRUISE,20246,49.7,9.61,4.35,265,79,GEORGE TOWN,,CAYMAN ISLANDS,,9840831
SY Q,SYQ,MISCELLANEOUS,20246,51.7,10.3,,407,,GEORGE TOWN,01/01/2008 00:00,CAYMAN ISLANDS,,1010040
SYMPHONY SPACE,SYM,FREIGHTER,563504,122.5,17.05,7.95,6749,3408,ROTTERDAM,,NETHERLANDS,10546,9735232
SYMPHONY SUN,SYS,FREIGHTER,563504,122.5,17.05,7.81,6.75,6.75,,01/01/2016 00:00,NETHERLANDS,10.55,9721669
SYROS,SYR,FUEL BARGE,202362,90.22,15,3,322,,,,,,9371294
TASMAN MERMAID,TASMER,FREIGHTER,28813,141.8,,8,9829,3538,PANAMA,,,10457,9045950
TAURAS J,TAURJ,FERRY,28813,154.59,24,14,14062,5525,SAINT JOHNS,,ANTIGUA & BARBUDA,18832,9248916
TEDDY,TEDDY,TUG,20195,23.35,,,123,,,,,,
TELMO,TELM,FREIGHTER,1921464,99.9,15.6,6.2,3978,2262,LIMASSOL,01/01/2016 00:00,CYPRUS,5613,9786798
TENACIOUS,TENA,MISCELLANEOUS,1478752,65,10,4,586,175,SOUTHAMPTON,,UNITED KINGDOM,,1005679
TEST SHIP 1,TEST 1,FERRY,1478752,1,,,1,,,,,,
TEST SHIP 2,TEST 2,FERRY,1478752,500,,,999999,,,,,,
THE WORLD,WORLD,CRUISE,20162,196,29.8,7.07,43188,15444,NASSAU,01/01/2002 00:00,BAHAMAS,4558,9219331
THOMSON CELEBRATION,THCEL,CRUISE,20195,214.66,27,7,33933,16050,VALLETTA,,MALTA,4243,5544071
THOR,THOR,MISCELLANEOUS,COMDCK,30,6,3,99,66,,,,,
THOR HEYERDAHL,THEY,MISCELLANEOUS,563504,49.8,6.53,2.21,211,118,KIEL,01/01/1931 00:00,GERMANY,315,5221491
THV MAIR,THMAR,MISCELLANEOUS,20231,24,6,,1,,,,UNITED KINGDOM,,235004042
TIBERBORG,TIBERBORG,FREIGHTER,20195,172.28,21.49,9.38,14.7,6.7,DELFZIJL,01/01/2013 00:00,NETHERLANDS,21.3,9546473
TIMOR STREAM,TSTR,FREIGHTER,28813,150,22,9,9307,4983,MONROVIA,01/09/1998 00:00,LIBERIA,11013,9172947
TINA C,TIN,FREIGHTER,507300,99.6,14.5,6.2,3391,,COWES ,,UNITED KINGDOM,,9416331
TORPO,TOR,FREIGHTER,20162,88.15,14.18,4.9,1986,1246,BRIDGETOWN,01/01/1990 00:00,,3504,8908791
TRAFALGAR SENTINEL,TRAFSE,MISCELLANEOUS,202362,60,15.8,5.2,2.03,609,ABERDEEN ,29/09/2020 00:00,UNITED KINGDOM,1.62,9720706
TRENT NAVIGATOR,TNAV,FREIGHTER,20246,111.6,16,7,5667,3048,HERENVEEN,21/05/2013 00:00,NETHERLANDS,,9631369
TRIPLE SEVEN,TRIP,MISCELLANEOUS,COMDCK,67.4,12.81,3.55,1393,417,,,,250,
TUCANA,TUCA,FREIGHTER,20162,88.6,12.5,5.42,2545,1460,HEERHUGOWAARD,01/01/2008 00:00,NETHERLANDS,3783,9455674
TUG HOLLAND,THOL,TUG,20162,57.5,9,3,570,171,WEST-TERSCHELLI,,NETHERLANDS,,5153462
UHL FINESSE,UHFI,FREIGHTER,563504,149.99,25.91,9.2,16732,5180,MADEIRA,01/01/2021 00:00,PORTUGAL,17102,9892511
UHL FLASH,UHL,FREIGHTER,563504,149.99,25.87,8.3,16732,5180,MADEIRA,01/01/2019 00:00,PORTUGAL,14066,9785407
UHL FRONTIER,UHLFR,FREIGHTER,563504,149.99,25.85,9.2,16729,5180,MADEIRA,01/01/2019 00:00,PORTUGAL,17121,9789685
UKD BLUEFIN,UBLUE,DREDGER,20193,97.96,18,5,4171,1251,SWANSEA,,UNITED KINGDOM,5797,9143427
UNEXPECTED,UNE,MISCELLANEOUS,78322,38,8,2.5,377,,,,,67,
VADERO HIGHLANDER ,VAD,FUEL BARGE,202362,78.56,10.45,4.27,1.32,600,,,,1.86,
VAL DE LOIRE,VAL,FERRY,20212,161,32,6,31395,13212,MORLAIX,01/01/1987 00:00,FRANCE,,8502406
VALERIE,VALER,FREIGHTER,507300,89.95,14.4,6.23,2984,1598,GRONINGEN,01/01/2012 00:00,NETHERLANDS,4450,9374739
VALIANT LADY,VALADY,CRUISE,787265,278,42,8.3,110000,74502,NASSAU,15/06/2020 00:00,BAHAMAS,10000,9805336
VARNEBANK,VARN,FREIGHTER,,132.23,15.87,7.5,6130,3424,DELFZIJL,01/11/2000 00:00,NETHERLANDS,9567,9213739
VASCO DA GAMA,VASCO,CRUISE,20162,219.4,30.8,7.72,55877,26345,MADEIRA,30/07/1991 00:00,PORTUGAL ,7637,8919245
VDE III,VDEIII,MISCELLANEOUS,20099,36,3,99,99999,0,,,,,
VECTIS HARRIER,VEC,FREIGHTER,563504,109.95,17,8,6190,2619,DOUGLAS,01/08/2012 00:00,BRITISH,8557,9594303
VEDETTE,VED,FREIGHTER,28813,88,13,5.4,1,1,PEEL,01/01/2000 00:00,ISLE OF MAN ,3850,9195729
VEGA VIRGO,VEG,FREIGHTER,28813,139.26,22,8,9,4,MONROVIA,01/01/2011 00:00,LIBERIA,11,9491604
VENTURA,VEN,FREIGHTER,507300,88.8,12.5,5.4,2545,1460,FAVERSHAM,,UNITED KINGDOM,3812,9195731
VERTOM MARJOLIN,VERTOM,FREIGHTER,507300,88.25,12.4,5.14,2451,1325,LUXEMBOURG,01/10/2020 00:00,,3583,9507350
VESTVIND,VESTVIND,FREIGHTER,563504,130,,5,7175,,ANTIGUA,,,10238,9750579
VICTORIA,VICTORIA,CRUISE,110214,191.85,,,57092,,,,,,
VICTORIA OF WIGHT,VIC OF W,FERRY,20191,89.7,20,,8041,8041,,,,950,9791028
VIKING ENERGY,VIKEN,MISCELLANEOUS,20193,26.48,11,2.61,255,76,KIRKWALL,01/01/2019 00:00,UNITED KINGDOM,0,9868510
VIKING JUPITER,VJUP,CRUISE,20162,228.3,66.5,6.65,47800,,BERGEN,10/05/2021 00:00,NORWAY,,9796262
VIKING MARS,VIKMAR,CRUISE,20162,227,28.8,6.4,60000,18853,BERGEN,15/07/2021 00:00,NORWAY ,4900,9833187
VIKING MERCURY,VIKING MERCURY,CRUISE,20162,228,,,47842,,,,,,
VIKING NEPTUNE,VIKNEP,CRUISE,20162,228,,,47800,,BERGEN,,,,9845910
VIKING SATURN,VSATURN,CRUISE,20162,228,,,47842,,,,,,
VIKING SEA,VSEA,CRUISE,20162,228.2,28.8,6.3,47842,,BERGEN,05/05/2016 00:00,NORWEGIAN,4870,9725421
VIKING SENTINEL,VIKING S,MISCELLANEOUS,202362,60,,5.2,2.03,609,ABERDEEN,20/08/2022 00:00,UNITEDKINGDOM,1.59,9720718
VIKING SKY,VSKY,CRUISE,20162,228.3,28,6,47842,18858,BERGAN,23/03/2016 00:00,,4826,9650420
VIKING STAR,VSTAR,CRUISE,20162,228.3,28,6,47842,18858,BERGEN,23/06/2014 00:00,SWITZERLAND,4912,9650418
VIKING SUN,VSUN,CRUISE,20162,228.33,28,6,47842,18858,BERGEN,15/12/2016 00:00,,4797,9725433
VIKING TELLUS,VTELLUS,CRUISE,20162,228,,,47842,,,,,,
VIKING VELLA,VIKING VELLA,CRUISE,20162,239,,,54300,,,,,,
VIKING VENUS,VVENUS,CRUISE,20162,228,28.89,6.65,47842,,BERGEN,01/04/2021 00:00,NORWAY,,9833175
VIONA,VINA,FREIGHTER,28813,178.57,27,10,17360,9038,MADERIA,01/07/2013 00:00,PORTUGAL,22248,9333369
VIRGINIA ANN,VIRG,MISCELLANEOUS,64766,87.17,18.3,,3378,,,,,4.47,
VLISTDIEP,VLI,FREIGHTER,28813,118,16,4.8,4990,,,01/01/2007 00:00,NETHERLANDS,7781,9414187
VOS PACE,VPACE,FREIGHTER,507300,83.4,18,4,3638,1295,BRESKENS,01/01/2015 00:00,NETHERLANDS,4120,9685750
VOS STONE,VOST,FREIGHTER,507300,80,18.4,5.8,4965,1489,BRESKENS,18/06/2016 00:00,NETHERLANDS,2348,9730517
VULCAN 2,VUL,TUG,28813,16.6,6,2,9999,,FALMOUTH,01/01/2011 00:00,BRITISH,,
WATERWAY,WATER,DREDGER,20193,97.7,23.02,6.58,5.395,1.62,LIMASSOL,01/01/2001 00:00,CYPRUS,6.61,9240005
WAVE SENTINEL,WSEN,MISCELLANEOUS,20162,137.5,21,6,12330,3700,LONDON,04/02/1995 00:00,UNITED KINGDOM,4552,9100748*
WAVERLEY,WVLY,STEAMBOAT,1464390,73.13,17,1,693,327,GLASGOW,01/01/1947 00:00,UNITED KINGDOM,,5386954
WD MERSEY,WDMER,DREDGER,20193,67.59,13,5,1595,478,LIVERPOOL,23/01/1980 00:00,UNITED KINGDOM,2778,8123195
WHITASK,WTASK,FUEL BARGE,20104,57.31,10,2,640,343,LONDON,01/09/1978 00:00,UNITED KINGDOM,,7715408
WHITCHALLENGER,WCHAL,FUEL BARGE,20104,84.95,15,6,2958,1355,DOUGLAS,01/09/2002 00:00,UNITED KINGDOM,4450,9252278
WHITCHAMPION,WCHAMP,FUEL BARGE,20104,84.95,15,6,2965,1355,DOUGLAS,,UNITED KINGDOM,4513,9252280
WHITDAWN,WDAWN,FUEL BARGE,20104,79.93,16,5.1,2746,,VALLETTA,,MALTESE,,9604342
WHITMARINER,WMARIN,FUEL BARGE,20104,88.52,11,5,1363,,LIMASSOL,,UNITED KINGDOM,0,7813169
WHITONIA,WHNIA,FUEL BARGE,20104,101.84,18,6,4292,1963,DOUGLAS,15/11/2006 00:00,UNITED KINGDOM,7000,9342607
WHITSTAR,WHITST,FUEL BARGE,20104,75.1,14.1,5.75,2159,824,HULL,,UK,3185,
WIGHT LIGHT,WLIGHT,FERRY,20191,62,,,2546,,LONDON ,,UNITED KINGDOM,,9446972
WIGHT RYDER 1,WRYD1,FERRY,20191,39.5,12,1,520,164,,,,130,9512537
WIGHT RYDER 2,WRYD2,FERRY,20191,40.9,12,1,520,164,PORTSMOUTH,,UNITED KINGDOM,130,9512549
WIGHT SCENE,WSCENE,FERRY,20272,26.4,10,2,279,134,COWES,01/01/1992 00:00,UNITED KINGDOM,,9056997
WIGHT SKY,WSKY,FERRY,20191,62.4,16,4,2546,763,LONDON,,UNITED KINGDOM,,9446984
WIGHT SUN,WSUN,FERRY,20191,62,16,2,1500,,LONDON,29/06/2008 00:00,UNITED KINGDOM,360,9490416
WILANNE,WANN,TUG,57668,16.89,5,2,35,35,SOUTHAMPTON,,UNITED KINGDOM,,9320221
WILCARRY,WCAR,MISCELLANEOUS,57668,50,,,229,,SOUTHAMPTON,,UNITED KINGDOM,,
WILCARRY 100,WCAR100,MISCELLANEOUS,20193,14,8,0,1,1,,,UNITED KINGDOM,37,
WILD COSMOS,WCOS,FREIGHTER,20195,149.92,22,8,9859,5124,PANAMA,01/01/2006 00:00,PANAMA,10097,9181132
WILD LOTUS,WLOT,FREIGHTER,20195,149.92,22,8,9660,5124,PANAMA,,PANAMA,10139,9181168
WILD PEONY,WPEO,FREIGHTER,20195,149.92,,8,9859,5124,PANAMA,,PANAMA,10110,9191474
WILHELM,WHELM,FREIGHTER,28813,134.44,22,8,9981,606,LIMASSOL,01/10/2006 00:00,CYPRUS,11255,9376050
